Id,loan_date,loan_duration,loan_payments,Predicted,account_district_code,account_frequency,account_date,account_district_name,account_district_region,account_district_no_inhabitants,account_district_no_municipalities_0_499,account_district_no_municipalities_500_1999,account_district_no_municipalities_2000_9999,account_district_no_municipalities_10000_plus,account_district_no_cities,account_district_ratio_urban_inhabitants,account_district_average_salary,account_district_unemployment_rate_95,account_district_unemployment_rate_96,account_district_no_enterpreneurs_per_1000_inhabitants,account_district_no_crimes_95,account_district_no_crimes_96,owner_district_code,owner_card_type,owner_card_issued,owner_district_name,owner_district_region,owner_district_no_inhabitants,owner_district_no_municipalities_0_499,owner_district_no_municipalities_500_1999,owner_district_no_municipalities_2000_9999,owner_district_no_municipalities_10000_plus,owner_district_no_cities,owner_district_ratio_urban_inhabitants,owner_district_average_salary,owner_district_unemployment_rate_95,owner_district_unemployment_rate_96,owner_district_no_enterpreneurs_per_1000_inhabitants,owner_district_no_crimes_95,owner_district_no_crimes_96,disponent_district_code,disponent_district_name,disponent_district_region,disponent_district_no_inhabitants,disponent_district_no_municipalities_0_499,disponent_district_no_municipalities_500_1999,disponent_district_no_municipalities_2000_9999,disponent_district_no_municipalities_10000_plus,disponent_district_no_cities,disponent_district_ratio_urban_inhabitants,disponent_district_average_salary,disponent_district_unemployment_rate_95,disponent_district_unemployment_rate_96,disponent_district_no_enterpreneurs_per_1000_inhabitants,disponent_district_no_crimes_95,disponent_district_no_crimes_96,count_trans_credits,count_trans_withdrawals,count_trans_credit_cash,count_trans_withdrawal_cash,count_trans_withdrawal_card,count_trans_collection_other_bank,count_trans_remittance_other_bank,count_trans_ksymbol_interest_credited,count_trans_ksymbol_household,count_trans_ksymbol_payment_for_statement,count_trans_ksymbol_insurance_payment,count_trans_ksymbol_sanction_interest_if_negative_balance,count_trans_ksymbol_oldage_pension,last_trans_balance,mean_trans_balance,mean_trans_amount_absolute,mean_trans_amount_credit,mean_trans_amount_withdrawal,mean_trans_amount_signed,owner_male,owner_birthdate,disponent_male,disponent_birthdate
5470,960415,48,4187,0,65,monthly issuance,950909,Znojmo,south Moravia,114200,101,41,4,1,4,43.7,8403,5.74,5.72,105,2157,2718,65,no card,,Znojmo,south Moravia,114200,101,41,4,1,4,43.7,8403,5.74,5.72,105,2157,2718,,,,,,,,,,,,,,,,,17,18,2,15,0,8,3,7,3,3,0,0,0,47431.4,47938.06571428571,11032.888571428572,12752.429411764706,9408.877777777778,1355.1857142857143,1,550220,,
5593,960418,36,7719,1,44,monthly issuance,940526,Chrudim,east Bohemia,105606,77,26,7,2,7,53.0,8254,2.79,3.76,97,2166,2325,44,no card,,Chrudim,east Bohemia,105606,77,26,7,2,7,53.0,8254,2.79,3.76,97,2166,2325,,,,,,,,,,,,,,,,,46,71,26,71,0,0,0,20,13,15,0,0,0,11614.0,46487.002564102564,10720.307692307695,13759.673913043478,8751.14084507042,99.26495726495727,0,800917,,
5350,960421,48,5194,0,26,weekly issuance,950213,Plzen - mesto,west Bohemia,170449,0,0,0,1,1,100.0,10787,2.64,3.09,131,6041,6261,26,no card,,Plzen - mesto,west Bohemia,170449,0,0,0,1,1,100.0,10787,2.64,3.09,131,6041,6261,,,,,,,,,,,,,,,,,30,30,17,24,0,0,6,13,6,6,0,0,0,55426.5,35914.854999999996,9995.911666666665,10919.69,9072.133333333333,923.7783333333335,1,550521,,
6063,960425,48,6687,1,1,monthly issuance,950818,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1,no card,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,,,,,,,,,,,,,,,,,23,27,1,27,0,8,0,14,0,3,0,0,0,46462.2,49482.96800000001,15093.957999999999,17416.526086956525,13115.474074074074,929.2460000000003,1,360809,,
6501,960429,12,2523,1,21,monthly issuance,950407,Tabor,south Bohemia,103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,2299,2354,21,no card,,Tabor,south Bohemia,103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,2299,2354,,,,,,,,,,,,,,,,,58,34,9,34,0,13,0,36,8,8,0,0,0,24930.3,31318.872826086943,5028.0456521739125,4202.679310344827,6436.023529411765,270.98478260869564,0,390423,,
5452,960429,60,824,0,70,monthly issuance,950121,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,70,no card,,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,,,,,,,,,,,,,,,,,31,79,17,47,0,0,32,14,11,10,0,0,0,45021.6,47798.865454545434,5547.669999999999,10568.796774193546,3577.354430379746,409.2881818181818,0,661006,,
4961,960429,12,2523,1,21,monthly issuance,950407,Tabor,south Bohemia,103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,2299,2354,21,no card,,Tabor,south Bohemia,103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,2299,2354,,,,,,,,,,,,,,,,,46,34,9,34,0,13,0,24,8,8,0,0,0,15854.0,25197.0925,5856.300000000001,5264.765217391304,6656.611764705883,198.18,0,390423,,
4973,960502,24,6915,0,16,monthly issuance,941019,Jindrichuv Hradec,south Bohemia,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913,16,no card,,Jindrichuv Hradec,south Bohemia,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913,,,,,,,,,,,,,,,,,37,88,1,60,0,18,28,18,14,14,0,0,0,23689.2,52523.2448,12822.353600000002,21979.508108108108,8972.186363636363,189.51519999999942,0,440613,,
6190,960506,60,2060,0,70,monthly issuance,950714,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,70,no card,,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,70.0,Karvina,north Moravia,285387.0,0.0,2.0,8.0,5.0,7.0,89.9,10177.0,6.63,7.75,81.0,9878,10108.0,20,29,10,29,0,0,0,10,0,7,0,0,0,15520.2,39514.67755102041,9121.30612244898,11561.24,7438.593103448276,316.4408163265307,1,670630,0.0,610414.0
6715,960506,60,3677,0,20,monthly issuance,941202,Strakonice,south Bohemia,70646,94,14,3,1,4,58.4,8547,2.65,3.64,120,1563,1542,20,no card,,Strakonice,south Bohemia,70646,94,14,3,1,4,58.4,8547,2.65,3.64,120,1563,1542,,,,,,,,,,,,,,,,,54,74,3,50,0,17,24,34,12,13,0,0,0,26332.6,36907.45625,6331.021875,7748.148148148148,5296.902702702701,206.47812499999998,0,430815,,
5892,960514,24,2770,1,73,weekly issuance,951227,Opava,north Moravia,182027,17,49,12,2,7,56.4,8746,3.33,3.74,90,4355,4433,73,no card,,Opava,north Moravia,182027,17,49,12,2,7,56.4,8746,3.33,3.74,90,4355,4433,,,,,,,,,,,,,,,,,7,3,4,3,0,0,0,3,0,0,0,0,0,34891.2,34798.28,13609.12,12213.028571428571,16866.666666666668,3489.12,1,350721,,
6550,960518,48,6679,0,62,monthly issuance,950208,Uherske Hradiste,south Moravia,145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906,62,classic,960221.0,Uherske Hradiste,south Moravia,145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906,62.0,Uherske Hradiste,south Moravia,145688.0,22.0,41.0,13.0,2.0,5.0,40.7,8544.0,1.29,1.86,109.0,2719,2906.0,30,58,1,57,1,15,0,14,0,10,0,0,0,69148.6,60781.30681818181,13875.417045454546,21503.09,9930.068965517241,785.7806818181815,0,701109,1.0,650509.0
5706,960524,36,4486,0,72,weekly issuance,940830,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208,72,no card,,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208,,,,,,,,,,,,,,,,,52,78,32,59,0,0,19,20,19,19,0,0,0,29371.5,33219.90000000001,6844.426923076923,8837.951923076924,5515.410256410257,225.9346153846154,1,710724,,
5148,960529,60,4738,0,37,monthly issuance,941115,Litomerice,north Bohemia,114006,71,26,6,2,9,62.3,9065,4.46,5.39,123,4147,4166,37,no card,,Litomerice,north Bohemia,114006,71,26,6,2,9,62.3,9065,4.46,5.39,123,4147,4166,37.0,Litomerice,north Bohemia,114006.0,71.0,26.0,6.0,2.0,9.0,62.3,9065.0,4.46,5.39,123.0,4147,4166.0,36,58,1,58,0,18,0,17,0,13,0,0,0,94617.3,64182.64148936169,14790.500000000002,20623.95,11169.737931034484,1006.5680851063825,0,580915,1.0,591001.0
6734,960530,36,4806,0,14,weekly issuance,950717,Ceske Budejovice,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,14,no card,,Ceske Budejovice,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,,,,,,,,,,,,,,,,,47,47,29,47,0,0,0,18,0,8,0,0,0,113931.6,61799.24361702125,13519.828723404255,14459.529787234045,12580.127659574468,939.7010638297875,0,450223,,
6109,960603,60,6148,0,66,monthly issuance,941022,Zdar nad Sazavou,south Moravia,125832,151,41,2,3,5,48.3,8512,3.51,4.12,102,2247,2103,66,no card,,Zdar nad Sazavou,south Moravia,125832,151,41,2,3,5,48.3,8512,3.51,4.12,102,2247,2103,66.0,Zdar nad Sazavou,south Moravia,125832.0,151.0,41.0,2.0,3.0,5.0,48.3,8512.0,3.51,4.12,102.0,2247,2103.0,58,124,38,76,0,0,48,20,16,17,0,0,0,105712.4,60030.74340659339,11574.082967032966,19070.65344827586,8067.622580645162,580.8390109890114,1,740804,0.0,780909.0
6961,960606,36,4893,0,38,monthly issuance,960123,Louny,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,38,no card,,Louny,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,,,,,,,,,,,,,,,,,9,4,1,4,0,4,0,4,0,0,0,0,0,53592.6,47154.5,17599.438461538462,15688.077777777777,21900.0,4122.5153846153835,0,631120,,
6810,960608,48,3883,0,40,weekly issuance,940902,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,40,no card,,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,,,,,,,,,,,,,,,,,82,108,40,89,0,0,19,42,19,20,0,0,0,21003.8,61578.301578947365,11952.684210526315,13975.69512195122,10416.694444444445,110.54736842105264,1,590129,,
5494,960613,48,7500,0,64,issuance after transaction,941113,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.60,2.31,145,4484,4265,64,no card,,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.60,2.31,145,4484,4265,,,,,,,,,,,,,,,,,57,79,2,79,0,19,0,36,0,14,0,6,0,64765.2,51149.655147058824,14897.402205882354,18340.457894736843,12413.172151898736,476.21691176470677,0,730307,,
5311,960615,60,501,0,28,monthly issuance,940903,Plzen - sever,west Bohemia,72541,66,26,10,0,8,36.9,8594,1.62,2.01,112,1580,1525,28,classic,960101.0,Plzen - sever,west Bohemia,72541,66,26,10,0,8,36.9,8594,1.62,2.01,112,1580,1525,,,,,,,,,,,,,,,,,45,141,24,65,8,0,68,21,17,17,0,0,0,48523.3,37213.407526881725,4858.978494623656,10581.039999999999,3032.7886524822698,260.8795698924733,1,510906,,
5445,960629,24,1930,0,33,monthly issuance,950102,Decin,north Bohemia,133777,24,17,7,3,11,84.7,8705,5.75,7.61,116,4650,4859,33,no card,,Decin,north Bohemia,133777,24,17,7,3,11,84.7,8705,5.75,7.61,116,4650,4859,,,,,,,,,,,,,,,,,48,130,31,66,0,0,64,17,16,16,0,0,0,23552.7,43657.81348314607,8064.270224719102,15197.84375,5430.335384615385,132.31966292134845,1,790214,,
5301,960706,36,3943,0,68,monthly issuance,960314,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887,68,no card,,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887,,,,,,,,,,,,,,,,,7,3,4,3,0,0,0,3,0,0,0,0,0,47239.7,32592.68,8963.98,9777.114285714286,7066.666666666667,4723.979999999999,0,500926,,
7034,960711,36,529,0,24,monthly issuance,950528,Karlovy Vary,west Bohemia,122603,25,21,6,2,8,80.0,8991,1.39,2.01,128,5198,5273,24,no card,,Karlovy Vary,west Bohemia,122603,25,21,6,2,8,80.0,8991,1.39,2.01,128,5198,5273,,,,,,,,,,,,,,,,,29,40,16,40,0,0,0,13,0,9,0,0,0,50167.6,43121.75507246376,6600.440579710145,8717.206896551725,5065.785,727.0666666666664,0,740405,,
6751,960714,36,2381,0,17,monthly issuance,960212,Pelhrimov,south Bohemia,74062,99,15,4,2,7,61.4,8114,2.38,2.62,119,1003,1181,17,no card,,Pelhrimov,south Bohemia,74062,99,15,4,2,7,61.4,8114,2.38,2.62,119,1003,1181,17.0,Pelhrimov,south Bohemia,74062.0,99.0,15.0,4.0,2.0,7.0,61.4,8114.0,2.38,2.62,119.0,1003,1181.0,15,4,2,4,0,5,0,8,0,0,0,0,0,52416.9,31337.257894736842,7206.1578947368425,5781.133333333332,12550.0,1921.9473684210527,1,380503,0.0,430428.0
6667,960715,24,6495,0,37,monthly issuance,941013,Litomerice,north Bohemia,114006,71,26,6,2,9,62.3,9065,4.46,5.39,123,4147,4166,37,no card,,Litomerice,north Bohemia,114006,71,26,6,2,9,62.3,9065,4.46,5.39,123,4147,4166,37.0,Litomerice,north Bohemia,114006.0,71.0,26.0,6.0,2.0,9.0,62.3,9065.0,4.46,5.39,123.0,4147,4166.0,51,91,33,75,0,0,16,18,16,16,0,0,0,44564.6,63263.1471830986,12237.18309859155,17472.988235294117,9302.83076923077,313.83661971830935,0,681030,1.0,680417.0
6130,960718,48,680,0,43,monthly issuance,950324,Hradec Kralove,east Bohemia,161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085,3891,43,no card,,Hradec Kralove,east Bohemia,161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085,3891,,,,,,,,,,,,,,,,,39,68,24,46,0,0,22,15,11,11,0,0,0,18800.0,25906.40934579439,2772.759813084112,4044.684615384616,2043.2735294117647,175.70186915887854,1,421015,,
5429,960718,36,561,0,1,monthly issuance,950211,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1,no card,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,,,,,,,,,,,,,,,,,34,62,18,49,0,0,13,16,13,12,0,0,0,65684.6,52636.598958333336,8501.322916666666,12967.817647058824,6051.954838709677,684.214583333333,1,710225,,
5725,960723,48,9268,0,64,monthly issuance,950815,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.60,2.31,145,4484,4265,64,no card,,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.60,2.31,145,4484,4265,64.0,Zlin,south Moravia,197099.0,29.0,41.0,10.0,2.0,10.0,74.7,9624.0,1.60,2.31,145.0,4484,4265.0,27,37,17,25,0,0,12,10,6,6,0,0,0,41743.9,32404.7734375,6433.1765625,8397.544444444446,4999.718918918919,652.2515625000001,1,640329,0.0,651030.0
6019,960725,12,950,0,54,monthly issuance,950803,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,no card,,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,,,,,,,,,,,,,,,,,29,48,18,25,0,0,23,11,8,7,0,0,0,27820.2,27533.66363636364,2434.2441558441556,3711.3310344827582,1662.6708333333333,361.30389610389614,0,800430,,
6421,960725,36,2688,0,38,monthly issuance,950727,Louny,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,38,no card,,Louny,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,38.0,Louny,north Bohemia,85852.0,41.0,23.0,4.0,2.0,4.0,59.8,8965.0,7.08,8.23,104.0,2653,2822.0,28,38,17,31,0,0,7,11,7,7,0,0,0,37396.4,51611.342424242415,13244.225757575758,16277.060714285713,11009.505263157893,566.6136363636359,0,680106,1.0,610911.0
6992,960727,48,2791,0,52,monthly issuance,951109,Usti nad Orlici,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,52,classic,960531.0,Usti nad Orlici,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,52.0,Usti nad Orlici,east Bohemia,139012.0,59.0,41.0,8.0,3.0,10.0,61.9,8363.0,2.52,3.49,108.0,2564,2799.0,23,56,15,32,0,0,24,8,8,7,0,0,0,34729.5,46772.315189873414,9939.87341772152,17825.64347826087,6701.075,439.61518987341753,1,430530,0.0,360930.0
5136,960728,24,7796,0,72,monthly issuance,960309,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208,72,no card,,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208,,,,,,,,,,,,,,,,,16,9,12,9,0,0,0,4,0,2,0,0,0,86877.7,66292.372,19621.448,18044.1875,22425.466666666667,3475.1119999999996,0,770510,,
5337,960731,36,4513,0,32,monthly issuance,960305,Ceska Lipa,north Bohemia,105058,32,19,7,2,10,81.0,9272,2.80,3.22,118,4340,4505,32,no card,,Ceska Lipa,north Bohemia,105058,32,19,7,2,10,81.0,9272,2.80,3.22,118,4340,4505,32.0,Ceska Lipa,north Bohemia,105058.0,32.0,19.0,7.0,2.0,10.0,81.0,9272.0,2.80,3.22,118.0,4340,4505.0,10,5,1,5,0,5,0,4,0,0,0,0,0,74638.8,51279.553333333344,15082.586666666666,15043.88,15160.0,4975.919999999999,0,570823,1.0,540821.0
5495,960802,60,1489,0,60,monthly issuance,951109,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252,60,no card,,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252,60.0,Prostejov,south Moravia,110643.0,49.0,41.0,4.0,1.0,4.0,51.9,8441.0,3.45,4.48,115.0,1879,2252.0,20,24,11,19,0,0,5,9,5,5,0,0,0,41537.2,39644.76363636364,4662.468181818182,6166.78,3408.875,943.6954545454545,0,711112,1.0,710224.0
7013,960802,60,1489,0,60,monthly issuance,951109,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252,60,no card,,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252,60.0,Prostejov,south Moravia,110643.0,49.0,41.0,4.0,1.0,4.0,51.9,8441.0,3.45,4.48,115.0,1879,2252.0,20,24,11,19,0,0,5,9,5,5,0,0,0,42242.2,40005.48181818182,4646.670454545455,6167.025,3379.7083333333335,959.7159090909095,0,711112,1.0,710224.0
6012,960803,36,7179,0,1,weekly issuance,960111,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1,no card,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,,,,,,,,,,,,,,,,,12,4,7,4,0,0,0,5,0,0,0,0,0,53892.1,40688.1375,8680.756249999999,8032.674999999999,10625.0,3368.2562499999995,1,660527,,
6471,960804,24,6485,0,5,monthly issuance,950619,Kolin,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,5,no card,,Kolin,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,,,,,,,,,,,,,,,,,27,78,14,42,0,0,36,13,9,9,0,0,0,40509.2,45183.34952380952,5793.88,12015.77777777778,3640.1461538461535,385.662857142857,0,430107,,
6296,960806,48,5633,0,3,monthly issuance,950527,Beroun,central Bohemia,75232,55,26,4,1,5,41.7,8980,1.95,2.21,111,2824,2813,3,no card,,Beroun,central Bohemia,75232,55,26,4,1,5,41.7,8980,1.95,2.21,111,2824,2813,,,,,,,,,,,,,,,,,32,55,3,45,0,15,10,14,10,10,0,0,0,57835.1,47654.244827586204,12403.506896551726,17764.690625,9284.272727272726,664.7712643678159,1,620407,,
7305,960806,12,4502,0,61,monthly issuance,941001,Trebic,south Moravia,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059,61,classic,950613.0,Trebic,south Moravia,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059,,,,,,,,,,,,,,,,,45,102,1,66,2,22,34,22,17,18,0,0,0,25682.6,36480.185034013615,8708.722448979592,14509.608888888886,6149.507843137256,174.71156462585057,1,680413,,
6144,960809,12,3698,0,15,monthly issuance,960227,Cesky Krumlov,south Bohemia,58796,22,16,7,1,5,51.9,9045,3.13,3.6,124,1845,1879,15,no card,,Cesky Krumlov,south Bohemia,58796,22,16,7,1,5,51.9,9045,3.13,3.6,124,1845,1879,,,,,,,,,,,,,,,,,18,21,13,17,0,0,4,5,4,3,0,0,0,68241.5,53505.21538461538,15332.38717948718,18505.683333333334,12612.41904761905,1749.7820512820513,1,620523,,
6283,960811,48,1784,0,64,monthly issuance,950405,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.60,2.31,145,4484,4265,64,no card,,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.60,2.31,145,4484,4265,,,,,,,,,,,,,,,,,38,47,23,47,0,0,0,15,0,10,0,0,0,117238.7,65066.73529411766,15232.292941176469,18351.10263157895,12710.702127659575,1175.7517647058817,0,490407,,
7246,960820,60,2482,0,59,weekly issuance,960201,Kromeriz,south Moravia,108871,41,29,7,2,6,62.1,8444,3.24,3.47,106,2595,2305,59,no card,,Kromeriz,south Moravia,108871,41,29,7,2,6,62.1,8444,3.24,3.47,106,2595,2305,,,,,,,,,,,,,,,,,16,15,3,12,0,7,3,6,3,2,0,0,0,15278.6,32435.319354838703,7832.083870967742,8064.7875,7583.866666666667,492.8580645161292,1,770803,,
5088,960822,24,3798,0,32,monthly issuance,950515,Ceska Lipa,north Bohemia,105058,32,19,7,2,10,81.0,9272,2.80,3.22,118,4340,4505,32,classic,960808.0,Ceska Lipa,north Bohemia,105058,32,19,7,2,10,81.0,9272,2.80,3.22,118,4340,4505,,,,,,,,,,,,,,,,,31,46,2,45,1,15,0,14,0,10,0,0,0,39378.8,44829.544155844145,9452.944155844156,12375.087096774192,7483.673913043478,511.41168831168847,1,421210,,
5988,960822,24,5902,0,52,monthly issuance,960204,Usti nad Orlici,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,52,no card,,Usti nad Orlici,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,52.0,Usti nad Orlici,east Bohemia,139012.0,59.0,41.0,8.0,3.0,10.0,61.9,8363.0,2.52,3.49,108.0,2564,2799.0,13,5,8,5,0,0,0,5,0,0,0,0,0,123310.1,45100.42222222222,14106.122222222222,13177.707692307693,16520.0,4928.344444444445,1,520717,0.0,450129.0
5282,960824,48,8094,1,69,issuance after transaction,941117,Jesenik,north Moravia,42821,4,13,5,1,3,48.4,8173,?,7.01,124,?,1358,69,no card,,Jesenik,north Moravia,42821,4,13,5,1,3,48.4,8173,?,7.01,124,?,1358,,,,,,,,,,,,,,,,,54,66,33,66,0,0,0,21,0,20,0,4,0,38697.3,21371.320000000003,7319.423333333334,8491.0,6360.860606060607,322.47666666666663,0,690313,,
5938,960825,60,6700,0,4,monthly issuance,951015,Kladno,central Bohemia,149893,63,29,6,2,6,67.4,9753,4.64,5.05,109,5244,5892,4,no card,,Kladno,central Bohemia,149893,63,29,6,2,6,67.4,9753,4.64,5.05,109,5244,5892,,,,,,,,,,,,,,,,,29,25,20,14,0,0,11,9,5,5,0,0,0,17232.1,21568.935185185193,3029.8888888888887,3118.0344827586205,2927.64,319.1111111111111,1,800806,,
5606,960828,36,7042,1,59,weekly issuance,960128,Kromeriz,south Moravia,108871,41,29,7,2,6,62.1,8444,3.24,3.47,106,2595,2305,59,no card,,Kromeriz,south Moravia,108871,41,29,7,2,6,62.1,8444,3.24,3.47,106,2595,2305,,,,,,,,,,,,,,,,,14,15,8,15,0,0,0,6,2,2,0,0,0,13318.4,37095.84482758621,11379.258620689656,12261.32142857143,10556.0,459.2586206896552,0,450807,,
5385,960909,36,1985,0,1,monthly issuance,960113,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1,no card,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1.0,Hl.m. Praha,Prague,1204953.0,0.0,0.0,0.0,1.0,1.0,100.0,12541.0,0.29,0.43,167.0,85677,99107.0,16,15,9,12,0,0,3,7,3,3,0,0,0,49663.5,49220.9806451613,10132.919354838708,11367.793749999999,8815.720000000001,1601.5774193548389,0,800831,1.0,770610.0
6865,960911,12,2454,1,72,monthly issuance,960515,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208,72,no card,,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208,,,,,,,,,,,,,,,,,9,2,1,2,0,4,0,4,0,0,0,0,0,43790.6,28977.436363636363,8271.872727272728,7487.844444444445,11800.0,3980.963636363637,1,471021,,
5586,960914,36,1354,0,77,monthly issuance,960503,Vsetin,north Moravia,148545,8,35,12,3,4,53.5,8909,4.01,5.56,113,3460,3590,77,no card,,Vsetin,north Moravia,148545,8,35,12,3,4,53.5,8909,4.01,5.56,113,3460,3590,,,,,,,,,,,,,,,,,11,3,7,3,0,0,0,4,0,0,0,0,0,62891.3,42930.20714285715,11392.235714285713,10108.3,16100.0,4492.235714285714,0,640414,,
6302,960916,60,3017,0,48,monthly issuance,950315,Rychnov nad Kneznou,east Bohemia,78955,50,24,8,1,9,59.0,9060,1.78,2.44,124,1655,1717,48,no card,,Rychnov nad Kneznou,east Bohemia,78955,50,24,8,1,9,59.0,9060,1.78,2.44,124,1655,1717,48.0,Rychnov nad Kneznou,east Bohemia,78955.0,50.0,24.0,8.0,1.0,9.0,59.0,9060.0,1.78,2.44,124.0,1655,1717.0,37,56,2,56,0,18,0,17,0,13,0,0,0,42526.0,34005.90645161291,7273.759139784946,9716.021621621621,5660.121428571429,457.26881720430094,0,660614,1.0,680223.0
7194,960917,36,1912,0,1,monthly issuance,951023,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1,no card,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,,,,,,,,,,,,,,,,,24,29,14,23,0,0,6,10,6,6,0,0,0,51540.7,37557.05471698113,7828.981132075471,9718.266666666666,6265.434482758621,972.4679245283018,1,590701,,
6461,960919,36,2059,0,12,weekly issuance,950409,Pribram,central Bohemia,107870,84,29,6,1,6,58.0,8754,3.83,4.31,137,3804,3868,12,no card,,Pribram,central Bohemia,107870,84,29,6,1,6,58.0,8754,3.83,4.31,137,3804,3868,,,,,,,,,,,,,,,,,39,83,24,50,0,0,33,15,11,11,0,0,0,25658.0,54371.29918032787,9023.625409836064,14442.828205128204,6477.253012048192,210.31393442622942,0,390413,,
6732,960919,48,3626,0,47,monthly issuance,951010,Pardubice,east Bohemia,162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079,5410,47,no card,,Pardubice,east Bohemia,162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079,5410,,,,,,,,,,,,,,,,,38,31,22,31,0,0,0,16,0,6,0,0,0,54140.4,72968.38115942031,13503.126086956521,12971.792105263157,14154.438709677419,784.6449275362314,0,520216,,
